Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart No Cost EMI Sale in 2020! 125,2020-09-21 3:04:23,No Cost EMI Sale,2020,3053355.04,Fashion,5.67,21911,3940,6,Flipkart App,8108000,3.45,57.95,0.97,747202,Debit Card,1.02,2.52,Smartphone
Flipkart Festive Sale in 2021! 126,2021-10-13 10:53:27,Festive Sale,2021,7842171.35,Groceries,25.44,26316,3415,3,Twitter,8137000,4.22,60.6,4.04,410924,Credit Card,12.34,2.73,Washing Machine
Flipkart Flash Sale in 2025! 127,2025-06-19 3:33:38,Flash Sale,2025,9503908.14,Fashion,26.98,20175,1739,5,Facebook,4678000,3.38,29.04,3.61,501678,Credit Card,9.74,4.48,Perfume
Flipkart Monsoon Sale in 2024! 128,2024-01-22 14:55:27,Monsoon Sale,2024,8089228.54,Home,45.17,5499,8364,5,Facebook,6706000,4.53,44.56,3.31,320537,UPI,13.52,3.51,Laptop
Flipkart No Cost EMI Sale in 2021! 129,2021-04-06 13:42:47,No Cost EMI Sale,2021,3561906.95,Electronics,7.86,27719,9341,6,Instagram,4312000,0.79,28.91,1.58,976362,UPI,10.57,2.8,Toys
Flipkart Monsoon Sale in 2022! 130,2022-04-03 9:53:34,Monsoon Sale,2022,4988090.67,Books,43.72,4148,1832,1,Facebook,655000,3.9,46.75,3.57,973444,Wallet,1.33,4.08,Headphones
Flipkart No Cost EMI Sale in 2022! 131,2022-11-09 15:54:22,No Cost EMI Sale,2022,4382135.54,Electronics,31.68,8787,5076,2,Flipkart App,5710000,1.46,23.9,1.37,450531,UPI,10.46,3.82,Books
Flipkart GOAT Sale in 2022! 132,2022-04-06 2:00:16,GOAT Sale,2022,9148036.41,Sports,7.94,43729,2805,4,Email,7404000,1.75,72.63,2.86,333276,UPI,2.24,4.18,Perfume
Flipkart GOAT Sale in 2024! 133,2024-06-13 5:34:42,GOAT Sale,2024,5338196.73,Beauty,15.83,17235,5514,6,Twitter,8849000,2.43,56.55,4.26,113326,Credit Card,4.26,4.81,Washing Machine
Flipkart Clearance Sale in 2024! 134,2024-05-13 4:42:57,Clearance Sale,2024,4034323.77,Toys,37.12,49062,6850,7,Instagram,3587000,3.87,61.1,3.51,905632,Cash on Delivery,9.83,4.31,Books
Flipkart Big Billion Days Sale in 2025! 135,2025-03-09 22:04:18,Big Billion Days Sale,2025,3315585.56,Toys,23.02,3420,1867,1,Email,2727000,0.15,46.68,2.37,425610,Wallet,8.99,4.96,Headphones
Flipkart Winter Sale in 2021! 136,2021-04-19 21:54:15,Winter Sale,2021,9038800.88,Fashion,19.77,18914,5737,5,Twitter,8706000,0.71,50.38,0.87,406519,Debit Card,9.73,3.54,Perfume
Flipkart No Cost EMI Sale in 2021! 137,2021-02-17 9:37:20,No Cost EMI Sale,2021,3282801.67,Home,43.78,37596,4709,5,Flipkart App,2606000,4.58,55.73,0.53,909871,UPI,13.16,3.37,Washing Machine
Flipkart Clearance Sale in 2024! 138,2024-04-01 1:36:31,Clearance Sale,2024,7893542.53,Fashion,49.93,27827,3280,4,Twitter,2886000,0.78,40.18,4.07,762933,Debit Card,6,4.39,Shoes
Flipkart Deal of the Day in 2024! 139,2024-12-05 13:20:59,Deal of the Day,2024,4298723.37,Beauty,44.64,15858,8891,7,Email,7040000,2.96,42.17,0.66,885270,UPI,8.32,2.85,Washing Machine
Flipkart Big Billion Days Sale in 2023! 140,2023-10-02 0:46:38,Big Billion Days Sale,2023,271520.57,Home,35.06,4632,6280,7,Facebook,9584000,3.5,26.45,4.4,662426,Debit Card,2.14,2.69,Smartphone
Flipkart No Cost EMI Sale in 2022! 141,2022-01-12 0:14:20,No Cost EMI Sale,2022,7082907.91,Books,50.4,10678,864,1,Twitter,8130000,2.09,20.51,2.62,908717,UPI,13.57,2.9,Smartphone
Flipkart Deal of the Day in 2020! 142,2020-03-31 4:33:22,Deal of the Day,2020,3629115.17,Toys,33.75,18006,9593,4,Instagram,9017000,1.24,58.45,0.77,538552,Wallet,11.4,4.5,Headphones
Flipkart Deal of the Day in 2021! 143,2021-07-18 8:52:48,Deal of the Day,2021,8414282.21,Electronics,62.78,29109,940,3,Email,3261000,2.14,50.57,2.34,385225,Wallet,6.37,4.98,Headphones
Flipkart GOAT Sale in 2020! 144,2020-08-16 3:29:09,GOAT Sale,2020,602336.75,Electronics,34.05,15274,4665,5,Twitter,4981000,2.58,44.84,4.7,211426,Debit Card,3.82,3.2,Perfume
Flipkart Big Billion Days Sale in 2022! 145,2022-12-24 4:40:58,Big Billion Days Sale,2022,9335619.51,Books,10.81,14500,534,6,Twitter,6922000,2.52,15.5,2.67,518429,Credit Card,13.9,3.87,Laptop
Flipkart Summer Sale in 2025! 146,2025-02-10 21:39:40,Summer Sale,2025,8783320.27,Beauty,19.7,15710,9388,5,Instagram,5102000,1.27,70.27,0.67,556426,Cash on Delivery,2.38,3.13,Headphones
Flipkart Clearance Sale in 2020! 147,2020-05-10 16:53:58,Clearance Sale,2020,5403303.27,Home,50.07,30302,7023,4,Email,6223000,1.41,35.14,2.31,744257,UPI,7.99,4.95,Washing Machine
Flipkart No Cost EMI Sale in 2024! 148,2024-08-20 14:12:07,No Cost EMI Sale,2024,7683848.84,Toys,50.92,18729,660,6,Instagram,9351000,3.75,10.91,2.6,875120,Debit Card,13.67,4.54,Laptop
Flipkart Big Billion Days Sale in 2024! 149,2024-11-01 2:05:03,Big Billion Days Sale,2024,2841719.55,Books,49.8,8987,4505,2,Email,5837000,4.64,61.06,2.21,158512,Credit Card,14.79,4.86,Laptop
Flipkart Deal of the Day in 2024! 150,2024-03-13 5:04:59,Deal of the Day,2024,9206832.99,Electronics,34.88,43050,6042,7,Instagram,2411000,4.56,24.57,4.46,476266,Debit Card,7.64,3.99,Books
Flipkart Monsoon Sale in 2021! 151,2021-11-29 23:50:58,Monsoon Sale,2021,8493325.36,Books,58.91,46874,8764,2,Flipkart App,2249000,0.86,35.33,0.91,206809,UPI,1.77,3.35,Toys
Flipkart Festive Sale in 2021! 152,2021-12-08 11:08:11,Festive Sale,2021,2746997.01,Electronics,34.47,21214,6212,4,Facebook,8825000,2.7,58.98,2.01,198966,Wallet,10.64,3.38,Shoes
Flipkart Big Billion Days Sale in 2024! 153,2024-06-12 20:44:09,Big Billion Days Sale,2024,740401.1,Sports,16.5,38681,120,4,Flipkart App,5615000,1.1,77.18,4.92,479667,Wallet,14.78,4.45,Books
Flipkart Festive Sale in 2020! 154,2020-04-21 7:28:20,Festive Sale,2020,6436214.18,Groceries,61.82,16936,5514,2,Email,4330000,4.63,72.61,0.84,466896,Debit Card,9.88,2.59,Shoes
Flipkart Big Billion Days Sale in 2023! 155,2023-08-18 23:32:08,Big Billion Days Sale,2023,402187.36,Groceries,40.84,34032,7251,6,Flipkart App,8529000,0.37,13.06,0.63,619619,UPI,12.45,3.42,Perfume
Flipkart Summer Sale in 2024! 156,2024-09-26 20:12:05,Summer Sale,2024,1984665.56,Toys,68,28930,7927,4,Instagram,859000,1.51,47.93,1.38,560841,Debit Card,10.01,4.91,Books
Flipkart Big Billion Days Sale in 2022! 157,2022-02-20 20:32:26,Big Billion Days Sale,2022,6530818.54,Home,33.29,9746,1285,7,Facebook,3288000,4.79,55.1,3.56,359735,Credit Card,14.07,3.91,Toys
Flipkart Deal of the Day in 2024! 158,2024-01-23 14:54:06,Deal of the Day,2024,7413025.38,Sports,40.83,33977,8320,3,Instagram,8676000,0.52,23.45,4.54,486494,Cash on Delivery,3.63,4.64,Toys
Flipkart Deal of the Day in 2020! 159,2020-11-19 13:20:59,Deal of the Day,2020,663520.26,Toys,12.17,29373,755,2,Flipkart App,9308000,2.11,32.24,2.94,146048,Wallet,13.19,4.83,Headphones
Flipkart GOAT Sale in 2021! 160,2021-01-19 20:46:56,GOAT Sale,2021,994959.75,Toys,48.35,39602,7490,5,Email,4562000,3.86,31.76,4.95,825962,Cash on Delivery,7.23,4.64,Toys
Flipkart Monsoon Sale in 2023! 161,2023-06-05 4:45:48,Monsoon Sale,2023,1107382.47,Fashion,55.43,7206,9797,6,Twitter,5453000,0.72,37.27,4.67,196770,Wallet,3.59,2.98,Books
Flipkart No Cost EMI Sale in 2021! 162,2021-01-26 13:03:49,No Cost EMI Sale,2021,937056.17,Toys,51.91,28160,189,6,Instagram,529000,2.06,10.34,1.77,486725,Debit Card,1.11,4.57,Toys
Flipkart Festive Sale in 2025! 163,2025-01-30 1:19:45,Festive Sale,2025,9648072.77,Groceries,56.2,48046,7604,3,Flipkart App,3022000,1.78,27.31,0.55,373996,Cash on Delivery,9.45,4.63,Shoes
Flipkart Clearance Sale in 2020! 164,2020-02-02 11:57:39,Clearance Sale,2020,2469416.23,Books,34.79,18518,7609,2,Flipkart App,4289000,1.24,32.15,3.3,970579,Wallet,4.35,3.89,Perfume
Flipkart Deal of the Day in 2020! 165,2020-06-11 12:22:28,Deal of the Day,2020,9839705.46,Groceries,44.67,47706,757,1,Facebook,1166000,0.79,50.64,3.09,804454,Debit Card,9.51,4.94,Toys
Flipkart GOAT Sale in 2020! 166,2020-07-21 10:49:10,GOAT Sale,2020,9346527.45,Sports,11.8,35071,3614,1,Instagram,2786000,0.26,62.85,4.7,944012,Debit Card,13.36,2.65,Books
Flipkart Festive Sale in 2024! 167,2024-09-13 10:51:55,Festive Sale,2024,7685567,Fashion,38.45,14097,8971,2,Facebook,560000,2.41,79.16,1.18,956825,Wallet,13.54,3.03,Washing Machine
Flipkart Summer Sale in 2021! 168,2021-01-18 0:00:01,Summer Sale,2021,7705726.17,Fashion,30.2,32994,1063,6,Flipkart App,1927000,1.96,57.5,0.55,437435,Debit Card,1.05,3.99,Toys
Flipkart Big Billion Days Sale in 2024! 169,2024-09-21 22:37:24,Big Billion Days Sale,2024,1607211.58,Sports,64.43,22999,5591,7,Facebook,6980000,0.98,21.71,3.69,411652,Debit Card,3.39,3.94,Books
Flipkart No Cost EMI Sale in 2021! 170,2021-08-18 15:13:53,No Cost EMI Sale,2021,6876041.68,Books,68.65,16187,635,5,Instagram,7944000,0.79,28.45,1.17,710519,Wallet,13.57,3,Perfume
Flipkart Big Billion Days Sale in 2020! 171,2020-05-10 17:18:14,Big Billion Days Sale,2020,6693711.02,Toys,58.67,35894,8055,4,Facebook,4363000,3.58,58.47,3.07,955401,Debit Card,3.77,4.81,Perfume
Flipkart Summer Sale in 2021! 172,2021-09-01 0:41:30,Summer Sale,2021,8120234.72,Books,6.75,35261,7905,5,Instagram,4634000,2.74,51.52,1.11,529655,Wallet,14.5,4.1,Perfume
Flipkart GOAT Sale in 2021! 173,2021-06-22 4:09:29,GOAT Sale,2021,8425305.13,Beauty,34.28,28678,5469,6,Facebook,2127000,1.66,58.48,4.19,623745,Wallet,12.29,4.93,Perfume
Flipkart Clearance Sale in 2021! 174,2021-08-12 12:58:43,Clearance Sale,2021,8901791.07,Books,65.7,45689,767,1,Flipkart App,8259000,4.68,35.54,1.77,619784,Debit Card,9,4.13,Shoes
Flipkart Clearance Sale in 2021! 175,2021-06-29 15:19:48,Clearance Sale,2021,2971912.13,Sports,19.54,4163,3441,7,Twitter,3134000,4.67,50.98,4.33,316813,UPI,1.78,2.79,Toys
Flipkart Summer Sale in 2023! 176,2023-08-12 7:20:06,Summer Sale,2023,8469186.02,Electronics,54.12,17693,9942,2,Instagram,3510000,4.44,41.77,2.9,16032,Debit Card,5.32,4.98,Toys
Flipkart GOAT Sale in 2025! 177,2025-06-20 23:54:02,GOAT Sale,2025,4243351.81,Electronics,41.71,42288,7959,6,Flipkart App,8178000,4.5,30.55,4.8,826071,Cash on Delivery,14.84,4.65,Toys
Flipkart Winter Sale in 2025! 178,2025-02-09 14:30:17,Winter Sale,2025,6823057.01,Sports,44.4,12609,680,3,Flipkart App,6836000,3.84,16.92,1.53,449265,Wallet,4.54,2.58,Perfume
Flipkart Clearance Sale in 2020! 179,2020-07-02 18:40:05,Clearance Sale,2020,4225647.15,Home,65.6,43595,1608,2,Twitter,7554000,1.66,58.41,1.29,588054,Wallet,3.5,3.2,Washing Machine
Flipkart Winter Sale in 2022! 180,2022-08-28 1:28:42,Winter Sale,2022,7685292.18,Sports,6.77,10043,6774,5,Email,7850000,4.83,44.94,1.88,274407,Cash on Delivery,6.69,3.4,Washing Machine
Flipkart No Cost EMI Sale in 2025! 181,2025-11-16 13:38:06,No Cost EMI Sale,2025,8564489.24,Fashion,21.36,14514,4863,2,Facebook,2094000,0.61,15.76,4.28,201775,Wallet,2.82,3.86,Headphones
Flipkart Big Billion Days Sale in 2020! 182,2020-06-08 19:24:31,Big Billion Days Sale,2020,9389901.24,Beauty,15.42,41106,5194,5,Instagram,7930000,0.54,60.02,3.15,857010,Credit Card,7.07,2.79,Perfume
Flipkart Flash Sale in 2022! 183,2022-05-08 19:58:48,Flash Sale,2022,7216240.52,Fashion,57.94,36155,3437,6,Twitter,8812000,4.86,35.74,4.65,500648,Debit Card,3.44,3.51,Headphones
Flipkart Flash Sale in 2025! 184,2025-07-01 2:23:20,Flash Sale,2025,9786272.39,Fashion,53.59,35448,3451,4,Twitter,4346000,1.73,23.85,3.61,209191,Credit Card,4.15,3.14,Books
Flipkart Winter Sale in 2021! 185,2021-12-28 7:45:03,Winter Sale,2021,7636539.6,Fashion,9.64,25681,1848,5,Email,3178000,2.95,79.3,3.34,960751,Wallet,8.06,3.04,Shoes
Flipkart Deal of the Day in 2025! 186,2025-08-17 3:11:10,Deal of the Day,2025,9059754.38,Sports,22.89,40216,3862,2,Facebook,1197000,0.39,42.07,1.91,51577,Debit Card,13.97,4.9,Perfume
Flipkart Deal of the Day in 2020! 187,2020-01-02 22:11:21,Deal of the Day,2020,8139067.22,Home,51.26,40659,8024,6,Flipkart App,9627000,1.8,16.48,3.73,838590,Wallet,2.43,3.39,Washing Machine
Flipkart GOAT Sale in 2022! 188,2022-03-29 5:58:06,GOAT Sale,2022,8207639.64,Fashion,47.31,35896,1961,1,Flipkart App,5831000,4.91,53.57,2.85,321741,Cash on Delivery,6.88,3.76,Perfume
Flipkart Clearance Sale in 2023! 189,2023-12-07 1:12:08,Clearance Sale,2023,4601398.9,Beauty,22.81,34341,117,2,Twitter,1086000,1.22,66.2,3.93,16862,UPI,10.17,4.68,Books
Flipkart Monsoon Sale in 2024! 190,2024-07-24 9:57:17,Monsoon Sale,2024,4078653.22,Books,21.52,5893,9027,7,Flipkart App,7444000,2.09,47.05,3.55,113040,Debit Card,13.09,3.05,Perfume
Flipkart Deal of the Day in 2022! 191,2022-03-06 2:02:22,Deal of the Day,2022,8931073.38,Fashion,49.21,44049,8263,2,Twitter,8670000,1.43,72.95,1.6,868311,Wallet,9.96,4.29,Toys
Flipkart Monsoon Sale in 2022! 192,2022-01-24 10:06:45,Monsoon Sale,2022,2801189.12,Home,26.21,44392,3242,6,Flipkart App,9869000,4.48,39.35,2.98,500539,Wallet,14.24,3.75,Toys
Flipkart Deal of the Day in 2021! 193,2021-10-16 6:58:47,Deal of the Day,2021,727055.43,Electronics,56.32,30177,7159,2,Twitter,1363000,3.66,19.69,4.06,667244,Cash on Delivery,14.18,4.22,Toys
Flipkart Summer Sale in 2023! 194,2023-09-13 15:18:34,Summer Sale,2023,2663770,Toys,62.8,42408,2659,5,Facebook,9041000,3.51,74.76,3.28,216670,Credit Card,8.23,3.53,Perfume
Flipkart Big Billion Days Sale in 2023! 195,2023-10-29 0:41:26,Big Billion Days Sale,2023,5436514.74,Fashion,62.58,49741,6392,1,Instagram,7596000,1.78,15.44,4.19,558432,Wallet,11.36,3.01,Headphones
Flipkart Deal of the Day in 2020! 196,2020-09-23 3:27:44,Deal of the Day,2020,2771355.64,Home,37.73,49588,6783,3,Facebook,4667000,0.56,62.65,4.04,202817,Wallet,3.91,3.02,Headphones
Flipkart Clearance Sale in 2024! 197,2024-04-18 2:33:38,Clearance Sale,2024,8173912.12,Toys,22.39,34753,6066,5,Email,4128000,2.18,38.51,2.46,623191,Debit Card,12.74,3.72,Washing Machine
Flipkart Big Billion Days Sale in 2025! 198,2025-07-02 1:40:29,Big Billion Days Sale,2025,3013837.98,Sports,7.64,20472,1649,2,Instagram,4390000,3.2,46.85,1.56,99470,Cash on Delivery,10.65,3.58,Perfume
Flipkart Festive Sale in 2023! 199,2023-12-06 16:01:25,Festive Sale,2023,1946342.41,Beauty,31.22,5105,2074,4,Twitter,2538000,4.22,79.3,2.11,511681,UPI,1.17,2.77,Books
Flipkart Monsoon Sale in 2021! 200,2021-01-30 20:14:43,Monsoon Sale,2021,2255727.76,Sports,32.84,44486,5455,4,Facebook,4468000,2.7,36.85,4.44,828859,Credit Card,2.1,3.28,Perfume
Flipkart Flash Sale in 2024! 201,2024-09-13 15:31:47,Flash Sale,2024,7034186.45,Groceries,52.43,43882,4089,6,Facebook,9849000,3.07,71.33,4.3,959291,Debit Card,9.51,4.13,Washing Machine
Flipkart Big Billion Days Sale in 2025! 202,2025-10-10 20:57:40,Big Billion Days Sale,2025,9912665.04,Groceries,22.34,18212,3578,3,Instagram,7809000,1.88,43.66,1.62,727009,Credit Card,2.27,4.47,Headphones
Flipkart Festive Sale in 2025! 203,2025-12-01 13:19:15,Festive Sale,2025,1324478.18,Home,59.61,39556,3992,1,Flipkart App,6896000,4.15,71.02,2.34,480233,Wallet,13.06,3.38,Perfume
Flipkart GOAT Sale in 2024! 204,2024-03-22 20:37:55,GOAT Sale,2024,4733724.53,Groceries,62.68,13957,4082,4,Email,8426000,1.62,66.26,4.32,750175,Debit Card,10.31,2.56,Books
Flipkart Summer Sale in 2022! 205,2022-12-27 7:04:25,Summer Sale,2022,4411798.45,Electronics,48.97,17245,9694,2,Twitter,4656000,1.4,14.7,1.06,567014,Wallet,6.91,4.79,Laptop
Flipkart No Cost EMI Sale in 2022! 206,2022-11-03 21:44:50,No Cost EMI Sale,2022,6975628.8,Beauty,65.83,17635,8253,6,Facebook,9266000,4.1,52.4,2.6,822083,Wallet,1.72,2.78,Perfume
Flipkart Clearance Sale in 2025! 207,2025-10-30 17:21:53,Clearance Sale,2025,8735866.56,Toys,6.52,14571,3725,1,Twitter,2217000,2.85,51.64,2.61,499236,Wallet,11.72,2.98,Washing Machine
Flipkart Festive Sale in 2023! 208,2023-04-21 5:27:25,Festive Sale,2023,6146190.09,Beauty,57.51,38320,3706,5,Twitter,2310000,1.64,69.55,2.17,772911,Cash on Delivery,14.44,3.08,Toys
Flipkart Monsoon Sale in 2021! 209,2021-07-08 18:21:33,Monsoon Sale,2021,954131.67,Fashion,15.68,45367,3424,4,Email,9263000,2.41,76.42,3.4,259768,Credit Card,2.7,2.71,Books
Flipkart Winter Sale in 2025! 210,2025-03-05 5:49:12,Winter Sale,2025,7625090.69,Toys,61.87,9114,3667,3,Twitter,3213000,3.29,64.99,1.7,789528,Cash on Delivery,2.6,3.94,Books
Flipkart Flash Sale in 2024! 211,2024-01-12 17:06:10,Flash Sale,2024,3182320.62,Beauty,46.6,12274,1915,5,Instagram,1329000,2.14,62.85,4.72,548793,Cash on Delivery,1.31,4.69,Books
Flipkart Deal of the Day in 2023! 212,2023-06-28 11:19:07,Deal of the Day,2023,279510.84,Sports,32.64,40883,1632,5,Twitter,1451000,1.3,14.27,3.99,417857,UPI,6.43,3.05,Headphones
Flipkart Festive Sale in 2025! 213,2025-05-29 22:26:57,Festive Sale,2025,9145005.95,Electronics,22.19,43393,5346,2,Twitter,8444000,0.61,76.11,2.79,783507,Credit Card,8.43,4.92,Smartphone
Flipkart Deal of the Day in 2020! 214,2020-06-24 17:29:06,Deal of the Day,2020,1677972.09,Toys,32.81,16715,4561,5,Twitter,9083000,1.01,10.92,4.42,574918,Credit Card,9.31,4.29,Shoes
Flipkart Clearance Sale in 2024! 215,2024-10-09 12:53:00,Clearance Sale,2024,5048105.15,Toys,55.48,27341,7005,3,Email,4969000,1.83,46.97,2.93,553313,UPI,7.96,2.96,Perfume
Flipkart Big Billion Days Sale in 2021! 216,2021-10-13 10:43:53,Big Billion Days Sale,2021,4127931.09,Electronics,13.51,7452,4609,6,Instagram,6935000,1.22,29.91,0.59,143548,Cash on Delivery,1.11,4.66,Perfume
Flipkart No Cost EMI Sale in 2022! 217,2022-11-14 6:34:51,No Cost EMI Sale,2022,8182583.39,Groceries,24.95,10598,3291,3,Facebook,9542000,1.1,34.27,4,938971,UPI,7.86,3.04,Books
Flipkart No Cost EMI Sale in 2022! 218,2022-11-14 1:27:32,No Cost EMI Sale,2022,6816235.03,Books,30.94,2963,5930,1,Twitter,579000,1.28,50.35,4.34,344630,Cash on Delivery,11.02,2.55,Books
Flipkart Monsoon Sale in 2025! 219,2025-01-04 18:51:06,Monsoon Sale,2025,1362981.9,Toys,8.4,5823,9252,3,Facebook,5592000,0.61,79.23,2.05,575694,UPI,7.11,3.68,Toys
Flipkart Clearance Sale in 2020! 220,2020-02-11 23:32:12,Clearance Sale,2020,8961602.71,Toys,27.5,8046,5409,1,Facebook,5181000,0.57,41.63,4.92,725998,UPI,6.44,3.36,Perfume
Flipkart Deal of the Day in 2020! 221,2020-07-07 10:28:58,Deal of the Day,2020,8709841.22,Books,38.75,48493,825,1,Email,9487000,3.19,27.39,4.18,755411,UPI,1.17,4.32,Washing Machine
Flipkart Clearance Sale in 2024! 222,2024-06-03 7:06:34,Clearance Sale,2024,8748616.33,Fashion,26.48,46322,8329,7,Instagram,7561000,3.85,70.66,3.02,406282,Wallet,7.91,2.8,Perfume
Flipkart Winter Sale in 2022! 223,2022-01-31 10:41:29,Winter Sale,2022,423440.48,Groceries,47.38,33860,8399,2,Instagram,5588000,3.11,25.03,0.58,646555,Debit Card,1.38,3.25,Laptop
Flipkart Flash Sale in 2021! 224,2021-05-24 19:08:30,Flash Sale,2021,8818686.89,Sports,66.42,22982,9919,5,Email,3924000,4.35,71.36,2.07,930966,Debit Card,6.53,4.97,Books
Flipkart Summer Sale in 2022! 225,2022-08-27 9:22:22,Summer Sale,2022,5375301.91,Sports,44.93,26195,1735,2,Twitter,4273000,3.2,52.24,2.94,414766,UPI,6.4,4.37,Books
Flipkart Deal of the Day in 2020! 226,2020-04-07 7:24:18,Deal of the Day,2020,3705100.71,Toys,9.84,35452,7518,3,Instagram,1031000,1.7,79.25,0.83,873942,Cash on Delivery,1.47,4.79,Smartphone
Flipkart No Cost EMI Sale in 2020! 227,2020-04-22 12:52:45,No Cost EMI Sale,2020,2754105.1,Toys,67.63,20313,9192,3,Flipkart App,710000,2.41,56.72,3.76,308835,Debit Card,1.98,3.43,Headphones
Flipkart Monsoon Sale in 2022! 228,2022-06-23 16:48:39,Monsoon Sale,2022,5184246.5,Beauty,45.86,43924,3672,2,Flipkart App,9598000,4.13,10.38,1.52,591244,Credit Card,12.56,4.76,Shoes
Flipkart No Cost EMI Sale in 2020! 229,2020-10-16 8:13:35,No Cost EMI Sale,2020,6639940.54,Electronics,66.27,42067,1118,6,Instagram,3212000,1.34,27.55,3.69,163319,Credit Card,13.11,4.29,Perfume
Flipkart No Cost EMI Sale in 2025! 230,2025-01-30 14:43:14,No Cost EMI Sale,2025,8435900.88,Sports,32.48,35371,9556,3,Twitter,4587000,0.96,25.81,2.79,815937,Cash on Delivery,3.97,3.66,Smartphone
Flipkart Clearance Sale in 2025! 231,2025-08-24 22:55:39,Clearance Sale,2025,5973477.27,Electronics,53.14,3604,9612,4,Instagram,8253000,3.87,69.1,2.42,459795,Debit Card,2.48,4.28,Washing Machine
Flipkart Winter Sale in 2023! 232,2023-04-26 11:39:08,Winter Sale,2023,588119.4,Groceries,68.09,2332,8857,7,Email,6712000,3.38,67.85,4.86,168541,UPI,4.68,3.93,Laptop
Flipkart No Cost EMI Sale in 2021! 233,2021-12-10 8:16:49,No Cost EMI Sale,2021,9338290.11,Beauty,28.73,5563,743,1,Instagram,1839000,4.24,78.83,4.97,545759,Credit Card,8.49,2.59,Toys
Flipkart Deal of the Day in 2024! 234,2024-02-12 5:25:20,Deal of the Day,2024,6219705.66,Toys,43.68,39155,672,1,Facebook,2845000,1.34,59.19,3.19,17551,Debit Card,9.68,3.19,Books
Flipkart Winter Sale in 2020! 235,2020-05-26 17:30:22,Winter Sale,2020,9053726.63,Sports,36.49,20882,8427,7,Instagram,8324000,0.61,31.06,3.55,753194,Credit Card,5.14,3.86,Shoes
Flipkart Festive Sale in 2022! 236,2022-09-03 4:14:34,Festive Sale,2022,5465554.85,Books,36.26,9183,4532,7,Email,1286000,1.18,53.58,1.76,118907,Debit Card,2.76,4.59,Books
Flipkart No Cost EMI Sale in 2021! 237,2021-09-26 11:27:14,No Cost EMI Sale,2021,5790840.29,Toys,58.31,1580,6142,2,Instagram,8098000,0.33,17.28,4.91,343454,UPI,1.21,3.75,Books
Flipkart GOAT Sale in 2023! 238,2023-10-18 7:03:38,GOAT Sale,2023,5296773.95,Toys,34.13,30690,8139,2,Flipkart App,5339000,0.81,50.31,3.86,163074,Cash on Delivery,2.4,4.1,Perfume
Flipkart Clearance Sale in 2021! 239,2021-06-19 15:59:36,Clearance Sale,2021,1983935.27,Books,64.87,28883,7850,1,Instagram,4773000,0.57,32.23,2.92,762411,Credit Card,12.41,4.61,Shoes
Flipkart No Cost EMI Sale in 2023! 240,2023-02-15 19:27:00,No Cost EMI Sale,2023,2063502.09,Groceries,39.85,14419,3474,1,Flipkart App,6424000,4.69,10.35,3.44,925229,Cash on Delivery,7.99,3.07,Perfume
Flipkart GOAT Sale in 2025! 241,2025-06-15 20:32:10,GOAT Sale,2025,4352488.21,Toys,22.35,15422,6378,5,Instagram,5123000,3.9,50.99,1.99,78434,Debit Card,2.99,2.6,Perfume
Flipkart GOAT Sale in 2024! 242,2024-11-28 20:47:29,GOAT Sale,2024,2385861.96,Beauty,43.26,25732,5886,5,Facebook,4050000,2.91,58.96,4.84,552528,UPI,5.27,4.93,Shoes
Flipkart Festive Sale in 2024! 243,2024-12-09 23:01:50,Festive Sale,2024,692575.76,Home,7.63,44271,3487,1,Flipkart App,4820000,4.59,79.94,4.45,202133,Debit Card,13.24,2.95,Headphones
Flipkart Big Billion Days Sale in 2022! 244,2022-03-25 14:08:37,Big Billion Days Sale,2022,8933927.58,Electronics,25.92,40086,4383,7,Twitter,8121000,2.82,11.58,4.97,85858,Cash on Delivery,12.27,3.65,Toys
Flipkart Big Billion Days Sale in 2021! 245,2021-08-03 14:07:18,Big Billion Days Sale,2021,5266262.84,Electronics,32.68,1708,7295,4,Instagram,2917000,3.45,56.57,1,156370,Debit Card,11.19,4.26,Shoes
Flipkart Flash Sale in 2024! 246,2024-09-05 12:35:06,Flash Sale,2024,7026147.7,Beauty,38.68,41302,9168,3,Instagram,2367000,1.13,67.3,4.4,728768,UPI,11.55,2.71,Perfume
