Name,timestamp,Type,year,Total_amt_of_sale,maximum_sale_category,avg_discount,no_of_customers_visited,no_of_products_sold,duration_days,platform,campaign_budget,conversion_rate,returning_customers_percent,click_through_rate,impressions,payment_mode_used,avg_session_time,customer_rating_avg,top_selling_product
Flipkart Winter Sale in 2025,20/06/2025,Deal of the Day,2025,9190539.78,Sports,16.28,40002,9052,6,Flipkart App,6162000,1.66,17.87,4.84,712317,Credit card,10.65,4.02,smrtphone
Flipkart Monsoon Sale in 2022,2022-06-05,Deal of the Day,2022,8334981.39,Groceries,N/A,27626,4329,3,flipkart,1339000,0.46,39.96,1.49,359398,Wallet,9.28,4.61,smrtphone
Flipkart Festive Sale in 2024,21/05/2024,Clearance Sale,2024,4839267.1,fashon,,unknown,3872,4,Flipkart App,2206000,2.57,69.32,3.34,934506,Credit card,11.16,4.35,Washing Machine
Flipkart Clearance Sale in 2025,13/01/2025,No Cost EMI Sale,2025,4719156.6,Groceries,13.64,unknown,3464,7,Twitter,3025000,4.98,64.29,1.56,442008,Credit card,,2.65,Toyz
Flipkart Festive Sale in 2021,28/11/2021,Monsoon Sale,2021,1496125.13,electrnics,51.87,21438,2176,1,Twitter,2485000,4.17,53.33,4.12,255681,paytm,5.4,3.21,Smartphone
Flipkart GOAT Sale in 2022,18/02/2022,Winter Sale,2022,9131579.82,fashon,37.52,unknown,4513,6,Email,9990000,2.13,54.51,0.62,428155,Debit Card,9.3,4.95,Perfume
Flipkart No Cost EMI Sale in 2022,2022-09-14,Clearance Sale,2022,1885136.41,Beauty,16.5,14522,8214,4,flipkart,1270000,2.64,42.07,2.54,141728,Credit card,10.08,4.96,Shoes
Flipkart Monsoon Sale in 2022,2022-04-28,GOAT Sale,2022,6258199.98,Groceries,,unknown,7041,7,Instagram,637000,3.38,15.17,2.3,697709,paytm,5.2,3.97,Toys
Flipkart Festive Sale in 2021,05/01/2021,Monsoon Sale,2021,9179261.48,Books,43.07,unknown,3843,7,Flipkart App,9281000,1.12,64.34,3.93,120438,,2.96,4.26,Books
Flipkart GOAT Sale in 2025,01/03/2025,Summer Sale,2025,3389501.95,Toys,N/A,unknown,7277,5,flipkart,5397000,2.47,74.75,2.93,,UPI,13.14,4.46,Shoes
Flipkart Festive Sale in 2024,12/03/2024,GOAT Sale,2024,8686649.05,Groceries,,unknown,4293,5,Facebook,3094000,1.16,51.33,3,48781,,2.89,3.82,Smartphone
Flipkart Summer Sale in 2022,04/07/2022,Flash Sale,2022,4299725.4,electrnics,,18559,4388,3,Instagram,7236000,3.82,76.95,2.08,242551,Credit Card,1.82,4.24,Books
Flipkart No Cost EMI Sale in 2024,19/03/2024,Festive Sale,2024,9289161.21,fashon,N/A,unknown,9489,4,flipkart,4936000,3.87,57.12,2.2,135242,Cash on Delivery,11.38,4.79,Shoes
Flipkart Clearance Sale in 2025,27/05/2025,Festive Sale,2025,6017088.1,fashon,,43633,6398,1,Facebook,3343000,1.25,27.3,4.42,204151,COD,11.33,3.73,Washing Machine
Flipkart Festive Sale in 2023,03/01/2023,Summer Sale,2023,4733115.5,electrnics,N/A,unknown,3123,7,flipkart,4894000,0.97,27.33,0.64,254234,Credit Card,9.17,3.12,Toys
Flipkart No Cost EMI Sale in 2022,30/04/2022,Big Billion Days Sale,2022,1759405.85,Fashion,N/A,17777,9375,6,Email,3785000,4.21,64.18,1.31,696271,Credit Card,12.13,4.61,Books
Flipkart Flash Sale in 2021,26/07/2021,Festive Sale,2021,2118294.87,Home,N/A,unknown,6762,3,Twitter,4506000,0.77,30,4.4,406461,paytm,4.17,4.54,smrtphone
Flipkart Summer Sale in 2023,26/01/2023,Festive Sale,2023,2006941.87,electrnics,41.56,8090,8912,1,Email,7593000,1.86,41.56,0.62,317619,paytm,5.23,3.61,smrtphone
Flipkart Monsoon Sale in 2022,30/06/2022,Summer Sale,2022,,Groceries,,unknown,4808,3,flipkart,9664000,1.23,24.91,2.17,766666,Cash on Delivery,4.93,4.33,smrtphone
Flipkart Deal of the Day in 2020,23/10/2020,Festive Sale,2020,1129161.62,fashon,N/A,unknown,3548,1,Facebook,1265000,0.15,74.16,1.75,120623,Cash on Delivery,8.07,3.57,Toys
Flipkart Winter Sale in 2021,23/10/2021,No Cost EMI Sale,2021,1705269.25,Books,,unknown,2064,7,Email,2533000,0.9,10.84,4.35,293299,paytm,5.97,4.21,Toys
Flipkart Winter Sale in 2022,31/12/2022,Festive Sale,2022,6237966.41,Toys,,unknown,3668,2,Whatsapp,4647000,4.7,42.07,2.15,477002,Debit Card,6.77,4.38,smrtphone
Flipkart Big Billion Days Sale in 2020,22/10/2020,Festive Sale,2020,8580352.68,Electronics,41.74,unknown,9187,7,Facebook,5975000,1.45,71.93,2.33,806875,paytm,7.92,3.32,Headphones
Flipkart No Cost EMI Sale in 2024,06/11/2024,Festive Sale,2024,1765062.26,fashon,60.16,unknown,5964,4,Facebook,3296000,4.39,23.35,3.74,888971,Credit card,8.66,3.95,smrtphone
Flipkart Winter Sale in 2025,13/03/2025,No Cost EMI Sale,2025,3421224.1,Books,N/A,unknown,1712,6,Instagram,2594000,1.24,72.93,3.66,745525,Cash on Delivery,14.07,3.9,smrtphone
Flipkart Clearance Sale in 2024,27/08/2024,Winter Sale,2024,3877057.39,Beauty,,unknown,1985,7,Instagram,2233000,3.95,54.97,2.39,411311,Debit Card,3.04,4.8,Washing Machine
Flipkart GOAT Sale in 2025,24/08/2025,Big Billion Days Sale,,8246402.41,Sports,N/A,unknown,618,7,Instagram,4088000,1.62,28.64,3.24,639073,Credit card,12.51,3.43,Shoes
Flipkart Big Billion Days Sale in 2023,19/10/2023,Monsoon Sale,2023,1523119.36,Books,N/A,unknown,5337,5,Flipkart App,9700000,0.9,17.86,4.65,795498,COD,8.11,4.51,Washing Machine
Flipkart Deal of the Day in 2022,05/02/2022,Flash Sale,2022,7926087.38,Books,,unknown,8147,1,flipkart,1539000,1.81,47.76,4.03,324487,COD,5.98,3,Washing Machine
Flipkart Festive Sale in 2025,26/01/2025,GOAT Sale,2025,3707037.66,Books,N/A,unknown,112,7,Twitter,5187000,4.87,44.73,1,355565,Cash on Delivery,7.78,2.96,Laptop
Flipkart Deal of the Day in 2025,2025-07-08,GOAT Sale,2025,2242061.85,fashon,N/A,40554,6316,7,Whatsapp,1739000,0.91,22.48,2.62,149510,paytm,14.72,4,book
Flipkart Deal of the Day in 2020,30/09/2020,Big Billion Days Sale,2020,1769351.47,Toys,N/A,31165,6166,1,Email,7032000,4.08,70.5,1.27,664230,paytm,10.45,3.41,Books
Flipkart Monsoon Sale in 2022,11/08/2022,Flash Sale,2022,7604848.07,Toys,N/A,unknown,810,2,Whatsapp,6399000,4.57,13.97,4.77,196104,UPI,4.79,4.01,smrtphone
Flipkart Festive Sale in 2024,14/07/2024,Summer Sale,2024,1645950.45,Fashion,7.55,unknown,4447,7,flipkart,9655000,4.18,20.74,1.21,283552,Credit card,7.82,4.85,smrtphone
Flipkart GOAT Sale in 2024,03/03/2024,Summer Sale,2024,901425.03,Fashion,N/A,2554,4542,2,Twitter,2241000,0.62,40.36,4.06,538086,COD,14.29,4.94,Smartphone
Flipkart GOAT Sale in 2022,10/08/2022,Summer Sale,2022,3151382.64,fashon,N/A,13215,819,5,Email,590000,3.84,27.5,3.79,563297,Credit card,12.87,4.72,Laptop
Flipkart Festive Sale in 2023,23/02/2023,No Cost EMI Sale,2023,9002541.19,Beauty,,45368,9568,2,Instagram,5578000,3.23,58.69,2.53,986876,,14.9,4.14,smrtphone
Flipkart GOAT Sale in 2022,30/12/2022,Summer Sale,2022,3468840.87,Books,10.4,unknown,5943,5,Twitter,1647000,1.86,45.92,3.09,182037,Debit Card,4.1,4.97,Washing Machine
Flipkart Winter Sale in 2020,24/10/2020,Monsoon Sale,2020,2302650.59,Toys,,unknown,3318,5,FACEBOOK,3486000,0.48,54.89,4.13,340291,Wallet,1.67,3.13,Shoes
Flipkart Monsoon Sale in 2020,03/03/2020,Deal of the Day,2020,8766617.24,electrnics,N/A,19200,9225,1,Flipkart App,3148000,4.9,68.06,1.09,500132,Credit card,4.3,4.76,book
Flipkart Big Billion Days Sale in 2025,07/05/2025,Clearance Sale,2025,630828.7,Beauty,,unknown,3269,5,Whatsapp,4689000,4.29,36.15,4.29,212178,Credit Card,2.68,4.49,Laptop
Flipkart Big Billion Days Sale in 2021,05/03/2021,Summer Sale,2021,6615007.41,Groceries,,49247,6946,7,Whatsapp,5434000,4.43,68.4,2.82,379404,Debit Card,3.2,4.7,smrtphone
Flipkart Clearance Sale in 2023,23/07/2023,Clearance Sale,2023,8640037.25,Toys,N/A,unknown,8891,5,Flipkart App,2437000,1.82,65.62,3.85,375681,,14.75,3.18,Books
Flipkart Festive Sale in 2021,21/11/2021,Monsoon Sale,2021,6834535.27,Toys,,7552,8783,2,Email,8569000,0.91,60.81,4.2,794262,Credit Card,6.39,3.92,Books
Flipkart Festive Sale in 2021,2021-06-23,GOAT Sale,2021,1820843.22,Home,,unknown,9072,7,Email,4974000,1.23,18.45,4.74,795573,COD,5.48,4.33,Toyz
Flipkart Flash Sale in 2022,31/10/2022,Summer Sale,2022,7650716.22,,N/A,unknown,6617,2,Facebook,9276000,0.5,73.74,4.15,770300,Debit Card,14.56,4.11,Smartphone
Flipkart Monsoon Sale in 2021,16/08/2021,Monsoon Sale,2021,2595949.85,Fashion,,unknown,1712,6,Whatsapp,5211000,1.37,48.03,1.37,875537,paytm,3.62,4.33,Perfume
Flipkart Deal of the Day in 2020,30/03/2020,Monsoon Sale,2020,7684997.3,electrnics,68.39,unknown,4626,4,Whatsapp,1023000,1.29,74.4,1.16,222883,Credit Card,7.56,4.67,Toyz
Flipkart Winter Sale in 2021,07/04/2021,Deal of the Day,2021,2008934.78,Books,N/A,unknown,7571,7,flipkart,9638000,4,71.03,2.03,63536,Credit card,4.71,3.88,smrtphone
Flipkart GOAT Sale in 2022,26/05/2022,Clearance Sale,2022,6802964.24,Beauty,55.15,18439,7858,4,Twitter,3887000,0.5,34.19,2.13,215578,paytm,6.18,3.08,Headphones
Flipkart Big Billion Days Sale in 2020,24/01/2020,No Cost EMI Sale,2020,9664798.65,electrnics,,unknown,,2,Instagram,2309000,0.83,45.98,3.71,152777,Credit card,11.33,3.6,smrtphone
Flipkart Big Billion Days Sale in 2023,03/12/2023,Flash Sale,2023,3973758.12,Toys,N/A,unknown,4454,5,Flipkart App,7561000,1.21,10.72,2.75,92994,UPI,11.61,4.55,Washing Machine
Flipkart Flash Sale in 2021,10/08/2021,Flash Sale,2021,3931954.99,Toys,N/A,7560,2456,5,FACEBOOK,4494000,0.41,54.76,1.35,844812,Credit card,1.33,4.51,Perfume
Flipkart No Cost EMI Sale in 2025,05/02/2025,Flash Sale,2025,4360585.07,Fashion,N/A,unknown,8415,1,flipkart,4852000,3.41,38.3,1.3,976144,Debit Card,5.28,3.79,Headphones
Flipkart Flash Sale in 2021,2021-04-26,Summer Sale,2021,7091536.49,Sports,,15609,7583,6,Whatsapp,5660000,0.86,71.18,0.83,,Debit Card,13.86,2.72,Washing Machine
Flipkart Flash Sale in 2023,27/02/2023,Deal of the Day,2023,2749089.77,Beauty,,30393,6121,1,flipkart,7509000,0.81,11.84,3.71,,COD,9.45,4.75,Shoes
Flipkart Festive Sale in 2020,05/01/2020,Big Billion Days Sale,2020,2453806.24,Home,N/A,28886,3772,2,Twitter,640000,0.96,10.4,1.5,766613,paytm,10.85,4.58,book
Flipkart Deal of the Day in 2024,11/02/2024,Big Billion Days Sale,2024,6666569.3,Home,N/A,unknown,5321,7,Facebook,2742000,2.36,66.16,1.37,177500,Cash on Delivery,11.69,2.65,book
Flipkart GOAT Sale in 2025,09/12/2025,Festive Sale,2025,7326164.45,Beauty,N/A,unknown,2316,7,Instagram,3282000,0.19,35,1.35,722352,paytm,9.46,4.74,Books
Flipkart Festive Sale in 2022,16/09/2022,Festive Sale,2022,9879474.08,,N/A,22487,3250,7,Whatsapp,3794000,3.94,43.08,3.2,373584,Debit Card,12.73,2.89,Toys
Flipkart Deal of the Day in 2021,03/01/2021,Deal of the Day,2021,4746994.11,Home,N/A,unknown,4389,5,Facebook,5618000,1.46,51.91,1.56,671880,paytm,5.96,4.44,Toys
Flipkart Flash Sale in 2020,19/04/2020,Deal of the Day,2020,1155678.45,Toys,58.23,39278,8593,6,Flipkart App,7304000,0.58,48.21,3.93,932169,,13.64,3.44,Books
Flipkart Festive Sale in 2022,2022-09-21,Festive Sale,2022,5784686.88,Books,N/A,3525,3050,6,Facebook,5546000,3.13,76.77,2.15,504778,Wallet,11.64,4.56,Laptop
Flipkart Clearance Sale in 2021,11/12/2021,Flash Sale,2021,9490746.76,fashon,65.57,unknown,2923,1,Flipkart App,4514000,4.12,,3.28,487249,Wallet,6.91,3.42,Smartphone
Flipkart Clearance Sale in 2025,2025-11-28,Winter Sale,2025,8179785.14,electrnics,N/A,19222,2379,1,flipkart,3281000,4.69,16.2,2.77,26658,paytm,9.49,3.19,Toyz
Flipkart Big Billion Days Sale in 2024,2024-03-26,Deal of the Day,2024,5929020.84,electrnics,N/A,unknown,1368,6,Email,5645000,4.34,18.87,0.52,507431,Cash on Delivery,5.58,2.83,Headphones
Flipkart No Cost EMI Sale in 2025,16/07/2025,Monsoon Sale,2025,7722033.54,,N/A,unknown,8180,2,Facebook,2104000,3.34,37.49,2.46,329233,Cash on Delivery,11.63,3.51,Perfume
Flipkart Deal of the Day in 2022,06/09/2022,Deal of the Day,2022,9505271.88,Electronics,20.7,unknown,1381,,Email,1854000,1.41,74.25,1.68,821048,Debit Card,1.07,3.51,Laptop
Flipkart Deal of the Day in 2020,12/09/2020,Festive Sale,2020,9115995.1,Groceries,N/A,31335,7797,,Twitter,9590000,1.09,71.99,3.81,164276,UPI,13.33,4.66,Shoes
Flipkart GOAT Sale in 2025,22/09/2025,Deal of the Day,2025,4887716.27,Electronics,,unknown,7256,5,Instagram,9582000,1.4,54.76,1.11,366739,Credit card,13.63,3.35,Toys
Flipkart Monsoon Sale in 2021,28/06/2021,Big Billion Days Sale,2021,1674486.93,fashon,,1179,8475,5,Whatsapp,516000,4.02,73.13,1.25,78081,UPI,13.51,3.51,book
Flipkart Monsoon Sale in 2021,14/01/2021,Big Billion Days Sale,2021,6825978.2,Electronics,N/A,19924,297,7,Whatsapp,8550000,0.47,62.69,0.98,447569,paytm,11.18,4.95,Smartphone
Flipkart Clearance Sale in 2022,14/08/2022,Festive Sale,2022,1333650.64,Home,,27212,7919,5,Flipkart App,2336000,3.02,48.25,2.13,55406,paytm,14.93,4.35,book
Flipkart Deal of the Day in 2020,03/08/2020,Deal of the Day,2020,1546013.66,fashon,,4871,373,3,Twitter,6414000,1.43,30.55,0.8,113063,UPI,6.13,4.24,Laptop
Flipkart Summer Sale in 2023,26/02/2023,Festive Sale,2023,5950065.98,Fashion,42.36,15051,7136,1,Email,9292000,0.35,55.11,2.3,630602,paytm,8.67,4.11,Headphones
Flipkart Festive Sale in 2022,23/07/2022,Flash Sale,2022,3170550.84,Books,,unknown,5660,4,Whatsapp,4231000,4.23,52.27,2.34,954022,Cash on Delivery,6.17,4.28,book
Flipkart Winter Sale in 2020,20/04/2020,Summer Sale,2020,487334.49,fashon,55.71,unknown,8840,5,FACEBOOK,8388000,3.28,70.45,2.45,871476,COD,3.88,2.63,Washing Machine
Flipkart No Cost EMI Sale in 2024,11/05/2024,Big Billion Days Sale,2024,2937547.5,Home,13.65,17605,7928,6,flipkart,8926000,4.44,44.24,2.69,300397,Credit Card,4.07,3.2,Headphones
Flipkart Winter Sale in 2025,15/08/2025,Clearance Sale,2025,7329639.84,Home,33.98,unknown,619,7,Email,4210000,0.6,76.1,2.45,836728,paytm,14.12,4.33,Shoes
Flipkart Flash Sale in 2024,22/04/2024,Winter Sale,2024,1799843.77,fashon,,11242,7926,4,Instagram,1955000,4.93,65.02,,192851,Cash on Delivery,13.79,4.18,Toys
Flipkart Big Billion Days Sale in 2021,06/11/2021,Clearance Sale,2021,8783098.16,Home,N/A,34291,1751,4,Twitter,4062000,1.81,36.44,2.03,175699,Credit card,3.55,4.16,smrtphone
Flipkart Deal of the Day in 2022,15/01/2022,Clearance Sale,2022,2091979.26,Beauty,,33803,6283,2,Flipkart App,1151000,0.67,72.01,2.58,935678,UPI,9.56,4.1,Laptop
Flipkart Monsoon Sale in 2022,18/02/2022,Festive Sale,2022,5305649.53,,,unknown,4989,4,Email,4698000,0.54,43.23,2.42,712164,Credit card,6.19,3.59,smrtphone
Flipkart No Cost EMI Sale in 2022,27/12/2022,Deal of the Day,2022,2587358.46,Books,N/A,11517,1059,4,Whatsapp,4454000,2.85,41.6,1.6,982290,Debit Card,10.99,4.14,Washing Machine
Flipkart Flash Sale in 2023,24/09/2023,Monsoon Sale,2023,,Toys,N/A,19446,8143,5,Instagram,2828000,0.49,10.78,1.27,79316,COD,10.23,4.12,Washing Machine
Flipkart Flash Sale in 2022,04/06/2022,GOAT Sale,2022,6653217.39,Beauty,35.35,34899,4591,5,flipkart,8418000,2.4,36.93,4.78,760321,paytm,5.01,3.57,Perfume
Flipkart Clearance Sale in 2024,22/02/2024,Clearance Sale,2024,4932019.91,electrnics,48.39,unknown,7809,4,flipkart,9311000,1.02,77.98,3.29,984841,UPI,8.34,4.15,Headphones
Flipkart Deal of the Day in 2025,13/02/2025,Big Billion Days Sale,2025,5383346.99,Electronics,42.33,8157,1627,3,Flipkart App,6330000,3.46,76.59,3.9,329253,Debit Card,12.53,2.71,Shoes
Flipkart Flash Sale in 2020,,Monsoon Sale,2020,6248937.04,Home,,14550,9324,7,Whatsapp,3131000,2.04,,2.13,114193,COD,4.01,4.18,smrtphone
Flipkart No Cost EMI Sale in 2025,2025-03-29,Festive Sale,2025,4480512.5,Books,,10083,8086,7,Flipkart App,4794000,3.32,65.67,3.19,263962,COD,5.9,3.12,Toys
Flipkart Big Billion Days Sale in 2020,21/03/2020,Big Billion Days Sale,2020,1362469.42,Toys,,unknown,985,1,Flipkart App,4236000,3.29,75.76,2.18,754934,Cash on Delivery,7.39,2.56,Toys
Flipkart No Cost EMI Sale in 2022,01/04/2022,Clearance Sale,2022,4138421.31,Electronics,N/A,unknown,5109,4,,8493000,4.71,56.3,3.78,112823,Credit Card,12.66,2.9,Perfume
Flipkart Summer Sale in 2022,06/10/2022,Monsoon Sale,2022,5949185.9,Electronics,66.26,23154,1466,2,Instagram,7945000,3.1,12.08,3.27,561290,,12.54,3.44,Toys
Flipkart Big Billion Days Sale in 2020,17/12/2020,Winter Sale,2020,1679694.26,Beauty,38.65,unknown,6247,4,FACEBOOK,7113000,1.85,20.78,1.75,504426,Credit card,13.14,2.6,Toys
Flipkart Festive Sale in 2023,2023-08-29,Big Billion Days Sale,2023,9360187.77,fashon,,unknown,1764,1,Twitter,2846000,0.67,73.4,,122974,paytm,13.09,4.22,Headphones
Flipkart Deal of the Day in 2024,22/06/2024,Flash Sale,2024,5617452.18,electrnics,N/A,39407,8012,5,Facebook,8438000,1.61,47.04,2.26,685728,Cash on Delivery,6.14,3.69,Books
Flipkart No Cost EMI Sale in 2025,01/07/2025,Clearance Sale,2025,7328025.54,,N/A,9283,6256,6,FACEBOOK,5311000,2.52,78.1,3.58,553558,Debit Card,14.74,4.88,Perfume
Flipkart Festive Sale in 2021,06/03/2021,Summer Sale,2021,3119425.75,Electronics,N/A,3871,5392,7,Instagram,4072000,3.46,40.46,4.71,126939,Wallet,7.1,4.57,Toyz
Flipkart No Cost EMI Sale in 2022,27/02/2022,GOAT Sale,2022,1669814.29,fashon,,26491,2492,2,Flipkart App,3934000,2.72,77.47,3.61,984174,Credit Card,11.89,4.53,Smartphone
Flipkart No Cost EMI Sale in 2021,08/08/2021,Flash Sale,2021,3361125.34,fashon,,16227,2264,2,Whatsapp,9243000,1.54,32.49,2.99,447330,UPI,,4.36,Toys
Flipkart Monsoon Sale in 2021,30/09/2021,Clearance Sale,2021,5182290.98,Electronics,60.02,unknown,6784,1,Facebook,5483000,1.06,22.56,2.34,925045,Credit Card,5.85,3.97,Laptop
Flipkart Summer Sale in 2023,09/04/2023,Clearance Sale,2023,4928717.67,electrnics,N/A,unknown,205,6,Email,6787000,0.43,23.54,1.03,417178,Credit card,4.32,3.59,Smartphone
Flipkart No Cost EMI Sale in 2020,05/04/2020,Summer Sale,2020,1220649.99,Books,N/A,unknown,5333,3,Facebook,8497000,0.89,75.47,3.61,102353,Credit Card,2.46,4.6,Headphones
Flipkart Deal of the Day in 2021,23/07/2021,GOAT Sale,2021,3727045.54,,N/A,unknown,2139,4,Email,2568000,3.22,53.96,4.23,688633,Credit card,4.37,3.3,Smartphone
Flipkart Deal of the Day in 2023,20/01/2023,Deal of the Day,2023,445807.59,fashon,N/A,18082,7822,5,Flipkart App,6524000,3.17,42.93,3.77,548939,COD,8.15,4.24,Shoes
Flipkart GOAT Sale in 2020,18/05/2020,Clearance Sale,2020,9525816.23,Books,N/A,35084,4819,3,Instagram,9766000,1.64,41.84,3.57,250072,Debit Card,2.19,3.53,book
Flipkart Winter Sale in 2025,06/04/2025,Clearance Sale,2025,9349925.65,Electronics,56.38,35309,8805,3,Whatsapp,1226000,4.56,13.17,2.01,570602,Wallet,2.45,4.68,Shoes
Flipkart Big Billion Days Sale in 2022,29/05/2022,Clearance Sale,2022,8237034.94,Books,N/A,,5805,7,Whatsapp,2060000,1.08,41.37,1.89,100605,paytm,8.53,4.89,Books
Flipkart Winter Sale in 2021,04/06/2021,Flash Sale,2021,1019068.27,Groceries,,15241,3986,6,Twitter,6920000,3.06,54.6,2.97,59931,Wallet,10.19,4.32,Books
Flipkart Flash Sale in 2021,13/11/2021,Flash Sale,2021,104846.82,electrnics,,24166,7373,3,FACEBOOK,7909000,1.25,39.23,4.43,61834,Credit Card,13.72,4.58,smrtphone
Flipkart Festive Sale in 2022,09/03/2022,GOAT Sale,2022,9026342.04,Home,65.06,40800,2786,1,Instagram,6471000,2.19,41.07,2.87,988769,Wallet,8.24,4.97,book
Flipkart Deal of the Day in 2024,23/12/2024,Flash Sale,2024,5172621.48,Fashion,N/A,10328,8010,1,Flipkart App,2688000,0.34,75.81,0.8,68112,Wallet,2.48,3.06,book
Flipkart Summer Sale in 2024,23/08/2024,GOAT Sale,2024,8672494.21,Beauty,,23910,8210,5,Twitter,5433000,2.07,40.69,4.68,11973,COD,8.01,2.86,Headphones
Flipkart No Cost EMI Sale in 2021,27/08/2021,Big Billion Days Sale,2021,971517.39,Electronics,,unknown,2976,2,Twitter,6301000,1.04,52.87,3.26,155313,Debit Card,5.86,3.27,smrtphone
Flipkart Clearance Sale in 2025,22/04/2025,Winter Sale,2025,1991312.62,Beauty,,unknown,1808,1,Email,1402000,3.3,61.92,3.14,71874,UPI,11.48,3.76,Perfume
Flipkart GOAT Sale in 2024,18/05/2024,Clearance Sale,2024,5581163.61,Fashion,N/A,11434,6660,3,Flipkart App,5746000,0.37,13.3,4.88,813376,Cash on Delivery,14.08,3.76,Books
Flipkart Big Billion Days Sale in 2024,16/12/2024,Deal of the Day,2024,9453492.02,Fashion,,32766,590,5,Whatsapp,4857000,2.02,65.52,1.05,494075,UPI,8.89,3.75,Perfume
Flipkart Winter Sale in 2023,09/05/2023,No Cost EMI Sale,2023,8755459.39,Home,44.95,39442,7474,5,Twitter,7286000,4.8,63.61,3.01,765653,COD,7.69,4.77,Laptop
Flipkart GOAT Sale in 2025,31/08/2025,GOAT Sale,2025,4708523.58,Electronics,N/A,18441,7379,3,flipkart,9897000,1.49,59.56,0.66,851733,COD,12.59,3.44,book
Flipkart Big Billion Days Sale in 2025,,Deal of the Day,2025,4971600.27,Toys,,unknown,9371,7,Email,6324000,4.75,37.97,3.23,771396,Credit Card,12.32,2.89,Toyz
Flipkart Monsoon Sale in 2022,2022-04-14,Clearance Sale,2022,9909301.54,Groceries,N/A,unknown,5486,5,Whatsapp,3395000,4.07,64.64,3.08,759545,COD,6.87,3.36,smrtphone
Flipkart Flash Sale in 2021,17/09/2021,Deal of the Day,2021,7772909.57,fashon,,46074,1731,7,Flipkart App,3724000,0.13,40.97,4.88,,Wallet,9.2,3.71,Perfume
Flipkart Deal of the Day in 2020,11/03/2020,Big Billion Days Sale,2020,4035235.5,Toys,N/A,unknown,4910,5,Flipkart App,5161000,4.3,61.22,2.13,981656,Credit card,7.03,3.32,Perfume
Flipkart Summer Sale in 2021,15/08/2021,Big Billion Days Sale,2021,8528997.42,Beauty,28.82,unknown,7372,2,Flipkart App,5524000,3.33,24.37,1.96,872319,paytm,1.19,2.82,Shoes
Flipkart Clearance Sale in 2022,29/01/2022,Flash Sale,2022,5976003.9,Home,N/A,unknown,3194,5,FACEBOOK,5687000,0.41,28.2,2.31,253255,paytm,5.15,3.98,smrtphone
Flipkart Summer Sale in 2021,05/10/2021,Clearance Sale,2021,6292975.11,Fashion,,13927,6176,6,Twitter,1388000,4.18,71.3,3.57,679394,Debit Card,6.48,4.59,Headphones
Flipkart Clearance Sale in 2020,03/01/2020,,2020,6139981.13,Sports,34.17,unknown,4333,2,Whatsapp,7801000,0.79,32.81,2.37,658134,Credit Card,7.38,3.78,Toyz
Flipkart Monsoon Sale in 2023,02/06/2023,Clearance Sale,2023,6960457.21,Books,9.36,24511,2444,3,Flipkart App,567000,4.84,46.37,4.42,661335,UPI,11.75,4.41,Books
Flipkart Flash Sale in 2020,03/06/2020,Summer Sale,2020,4203613.48,Books,N/A,unknown,4540,6,FACEBOOK,8062000,1.23,44.79,2.96,845181,COD,14.9,4.45,Headphones
Flipkart Deal of the Day in 2020,25/03/2020,Deal of the Day,2020,9383112.59,Groceries,N/A,unknown,1988,5,Flipkart App,2256000,0.3,21.04,4.63,98336,COD,1.28,4.36,Laptop
Flipkart Flash Sale in 2023,01/01/2023,Clearance Sale,2023,425020.41,Electronics,,unknown,143,6,Email,9974000,4.25,52.75,2.25,614366,Debit Card,6.67,3.35,Toys
Flipkart Winter Sale in 2024,11/01/2024,Monsoon Sale,2024,9051199.92,Groceries,,35596,9534,4,Email,7239000,0.98,33.13,0.85,62618,Credit Card,6.76,2.94,Toyz
Flipkart Big Billion Days Sale in 2022,19/11/2022,Big Billion Days Sale,2022,3106892.9,Sports,14.75,unknown,1373,3,Facebook,3119000,1.63,14.62,2.07,643290,,,2.85,Headphones
Flipkart No Cost EMI Sale in 2024,04/05/2024,No Cost EMI Sale,2024,1926775.03,Sports,,34566,808,7,,9244000,2.05,74.7,3.46,536501,Credit Card,6.45,2.51,Toyz
Flipkart Big Billion Days Sale in 2023,15/08/2023,Deal of the Day,2023,8572099.57,Sports,,unknown,1782,2,FACEBOOK,9271000,1.68,58.14,0.61,515375,COD,14.25,3.53,Perfume
Flipkart Winter Sale in 2024,29/03/2024,Deal of the Day,2024,6548592.55,fashon,N/A,unknown,3116,6,Email,9460000,1.11,15.2,0.79,176972,UPI,1.77,3.78,Smartphone
Flipkart Winter Sale in 2023,17/12/2023,Clearance Sale,2023,4616024.1,fashon,54.91,unknown,8290,4,FACEBOOK,8814000,2.41,66.79,2.54,817778,Credit Card,9.4,4.85,book
Flipkart No Cost EMI Sale in 2025,02/09/2025,Deal of the Day,2025,5859415.82,Books,N/A,16259,7858,3,Email,7882000,3.61,71.02,0.7,980634,Credit Card,3.57,4.75,Perfume
Flipkart Festive Sale in 2021,22/11/2021,GOAT Sale,2021,1459771.35,fashon,,49022,8672,7,Instagram,6149000,1.8,71.69,3.96,207329,Credit Card,9.05,3.2,Washing Machine
Flipkart Flash Sale in 2025,31/08/2025,Festive Sale,2025,8743062.99,Beauty,,unknown,6239,3,FACEBOOK,4878000,3.19,17.17,4.81,576916,Debit Card,14.66,3.81,Washing Machine
